unit_id,model_name,segment,engine_type,trim_name,color_name,color_type,upholstery_material,upholstery_color,shift_name,production_start_date,start_year,start_quarter,start_month,start_month_name,production_end_date,total_actual_labor_hours,total_actual_cycle_time_minutes,total_material_cost,total_labor_cost,total_rework_cost,total_cost,final_qc_status
JP-0043935,Jungle Fennec,Hatchback,1.4L Petrol,Base,Steel Grey,Metallic,Leather,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.123333333333333,431.7,10706.33,288.96410000000003,0.0,10995.29,Pass
JP-0043936,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leatherette,Grey,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.224166666666667,398.45,10890.41,354.25800416666664,0.0,11244.67,Pass
JP-0043937,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leatherette,Grey,Morning,2026-05-30,2026,2,5,May,2026-05-30,5.929666666666666,400.08,10835.17,315.6289208333333,0.0,11150.8,Pass
JP-0043938,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Morning,2026-05-30,2026,2,5,May,2026-05-30,6.083333333333333,373.0,10661.47,363.3382666666667,0.0,11024.81,Pass
JP-0043939,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.118666666666667,384.02,10534.29,339.13309583333336,0.0,10873.42,Pass
JP-0043940,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Morning,2026-05-30,2026,2,5,May,2026-05-30,6.183999999999999,371.04,10591.52,333.65537916666665,0.0,10925.18,Pass
JP-0043941,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,5.987666666666667,359.26,10611.14,348.07435416666664,0.0,10959.21,Pass
JP-0043942,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Crimson Red,Metallic,Leather,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.173166666666666,424.59,11634.24,354.5249125,0.0,11988.76,Pass
JP-0043943,Jungle Lynx,Sedan,1.6L Diesel,Base,Midnight Black,Solid,Leatherette,Grey,Morning,2026-05-30,2026,2,5,May,2026-05-30,6.020333333333334,372.82,11135.05,339.8897166666667,0.0,11474.94,Pass
JP-0043944,Jungle Lynx,Sedan,1.6L Diesel,Base,Midnight Black,Solid,Leatherette,Grey,Night,2026-05-30,2026,2,5,May,2026-05-30,5.843666666666666,368.72,11168.23,348.69954583333333,0.0,11516.93,Pass
JP-0043945,Jungle Owl,EV,Electric,Base,Midnight Black,Solid,Leather,Beige,Morning,2026-05-30,2026,2,5,May,2026-05-30,6.355666666666666,432.44,11898.92,363.93219166666665,0.0,12262.85,Pass
JP-0043946,Jungle Owl,EV,Electric,Base,Midnight Black,Solid,Leather,Beige,Night,2026-05-30,2026,2,5,May,2026-05-30,6.158,369.48,11904.0,363.0189666666666,0.0,12267.02,Pass
JP-0043947,Jungle Tiger,SUV,2.0L Petrol,Comfort,Forest Green,Metallic,Leatherette,Grey,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.2476666666666665,432.56,11507.52,352.632225,0.0,11860.15,Pass
JP-0043948,Jungle Tiger,SUV,2.0L Petrol,Comfort,Forest Green,Metallic,Leatherette,Grey,Evening,2026-05-30,2026,2,5,May,2026-05-30,5.925333333333333,355.52,11532.61,326.60769166666665,0.0,11859.22,Pass
JP-0043949,Jungle Tiger,SUV,2.0L Petrol,Comfort,Forest Green,Metallic,Leatherette,Grey,Night,2026-05-30,2026,2,5,May,2026-05-30,6.603999999999999,396.24,11561.74,333.5235125,0.0,11895.26,Pass
JP-0043950,Jungle Tiger,SUV,2.0L Petrol,Comfort,Forest Green,Metallic,Leatherette,Grey,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.3,378.0,11438.81,361.96554583333335,667.33,12468.11,Rework
JP-0043951,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Fabric,Black,Night,2026-05-30,2026,2,5,May,2026-05-30,5.857333333333334,446.54,11305.98,332.7812166666667,0.0,11638.76,Pass
JP-0043952,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Fabric,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.555166666666668,417.91,11250.42,348.3961625,0.0,11598.82,Pass
JP-0043953,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Fabric,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.251500000000001,406.09,11426.46,336.8320291666667,0.0,11763.29,Pass
JP-0043954,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Fabric,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.277833333333333,376.67,11252.77,342.83660416666663,0.0,11595.61,Pass
JP-0043955,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Black,Morning,2026-05-30,2026,2,5,May,2026-05-30,6.052499999999998,378.45,11944.18,334.2909916666667,0.0,12278.47,Pass
JP-0043956,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Black,Night,2026-05-30,2026,2,5,May,2026-05-30,6.044,362.64,11865.57,332.64171666666664,0.0,12198.21,Pass
JP-0043957,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Black,Evening,2026-05-30,2026,2,5,May,2026-05-30,6.014166666666667,385.15,11858.62,319.8538166666667,72.69,12251.16,Rework
JP-0043958,Jungle Fennec,Hatchback,1.4L Petrol,Base,Steel Grey,Metallic,Leatherette,Grey,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.2508333333333335,452.65,10866.09,299.1971208333333,0.0,11165.29,Pass
JP-0043959,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Night,2026-05-31,2026,2,5,May,2026-05-31,5.666,353.46,10642.37,363.0701041666667,0.0,11005.44,Pass
JP-0043960,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Night,2026-05-31,2026,2,5,May,2026-05-31,6.487166666666666,389.23,10637.01,332.05315833333333,0.0,10969.06,Pass
JP-0043961,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Morning,2026-05-31,2026,2,5,May,2026-05-31,6.122166666666667,367.33,10736.89,330.2496375,138.93,11206.07,Rework
JP-0043962,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.031666666666665,395.7,10811.78,305.33555416666667,0.0,11117.12,Pass
JP-0043963,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.143166666666668,403.99,11400.92,352.43503333333337,0.0,11753.36,Pass
JP-0043964,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.565833333333333,393.95,11516.56,323.3641125,0.0,11839.92,Pass
JP-0043965,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Night,2026-05-31,2026,2,5,May,2026-05-31,5.831166666666666,349.87,11680.77,359.9450291666667,0.0,12040.72,Pass
JP-0043966,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Night,2026-05-31,2026,2,5,May,2026-05-31,6.106666666666666,366.4,11478.09,355.48715416666664,0.0,11833.58,Pass
JP-0043967,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Fabric,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.028,419.68,10902.61,334.24881666666664,116.19,11353.05,Rework
JP-0043968,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Fabric,Black,Morning,2026-05-31,2026,2,5,May,2026-05-31,5.7115,342.69,10829.52,322.4800166666667,0.0,11152.0,Pass
JP-0043969,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Fabric,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.239166666666667,391.45,10600.76,320.95645,0.0,10921.72,Pass
JP-0043970,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Fabric,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.097500000000001,375.45,10731.7,329.5929208333333,147.0,11208.29,Rework
JP-0043971,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Crimson Red,Metallic,Leather,Beige,Morning,2026-05-31,2026,2,5,May,2026-05-31,5.674499999999999,420.57,13259.4,314.61805000000004,0.0,13574.02,Pass
JP-0043972,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Crimson Red,Metallic,Leather,Beige,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.034666666666666,376.78,13290.0,350.17741666666666,0.0,13640.18,Pass
JP-0043973,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Crimson Red,Metallic,Leather,Beige,Morning,2026-05-31,2026,2,5,May,2026-05-31,6.077833333333334,364.67,13082.1,361.79905,0.0,13443.9,Pass
JP-0043974,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leather,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.149833333333333,368.99,11515.22,316.74475416666667,0.0,11831.96,Pass
JP-0043975,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leather,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.451000000000001,427.16,11600.84,332.15904166666667,0.0,11933.0,Pass
JP-0043976,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leather,Black,Morning,2026-05-31,2026,2,5,May,2026-05-31,6.582666666666666,394.96,11655.44,336.88135,1.15,11993.47,Pass
JP-0043977,Jungle Tiger,SUV,2.0L Petrol,Comfort,Crimson Red,Metallic,Leather,Black,Night,2026-05-31,2026,2,5,May,2026-05-31,5.9783333333333335,392.4,11575.03,341.3035875,0.0,11916.33,Pass
JP-0043978,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Fabric,Black,Morning,2026-05-31,2026,2,5,May,2026-05-31,6.415166666666667,478.21,10683.53,359.127775,0.0,11042.66,Pass
JP-0043979,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Fabric,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,5.863833333333333,351.83,10590.58,322.0336916666667,0.0,10912.61,Pass
JP-0043980,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Fabric,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.238166666666666,374.29,10809.73,328.90289583333333,0.0,11138.63,Pass
JP-0043981,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Fabric,Black,Night,2026-05-31,2026,2,5,May,2026-05-31,6.096166666666666,365.77,10830.2,344.3657166666667,0.0,11174.57,Pass
JP-0043982,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Midnight Black,Solid,Fabric,Black,Night,2026-05-31,2026,2,5,May,2026-05-31,6.364166666666667,381.85,13212.44,341.6605666666667,0.0,13554.1,Pass
JP-0043983,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Midnight Black,Solid,Fabric,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.039333333333333,362.36,12917.22,327.01317916666665,0.0,13244.23,Pass
JP-0043984,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Midnight Black,Solid,Fabric,Black,Morning,2026-05-31,2026,2,5,May,2026-05-31,5.971833333333334,358.31,13147.48,357.2879625,0.0,13504.77,Pass
JP-0043985,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Midnight Black,Solid,Fabric,Black,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.174666666666667,370.48,13029.9,322.96295833333335,0.0,13352.86,Pass
JP-0043986,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Crimson Red,Metallic,Leather,Beige,Evening,2026-05-31,2026,2,5,May,2026-05-31,6.274833333333334,452.29,12886.72,350.0519,0.0,13236.77,Pass
JP-0043987,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Crimson Red,Metallic,Leather,Beige,Morning,2026-05-31,2026,2,5,May,2026-05-31,6.466833333333335,429.41,13185.51,309.33151250000003,0.0,13494.84,Pass
JP-0043988,Jungle Fennec,Hatchback,1.4L Petrol,Luxury,Crimson Red,Metallic,Leather,Beige,Morning,2026-05-31,2026,2,5,May,2026-05-31,6.0553333333333335,363.32,13034.47,344.27039583333334,0.0,13378.74,Pass
JP-0043989,Jungle Owl,EV,Electric,Base,Ocean Blue,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.025833333333334,401.15,11845.52,328.4127833333333,0.0,12173.93,Pass
JP-0043990,Jungle Owl,EV,Electric,Base,Ocean Blue,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.929500000000001,372.77,11946.92,341.562,0.0,12288.48,Pass
JP-0043991,Jungle Owl,EV,Electric,Base,Ocean Blue,Metallic,Leatherette,Grey,Evening,2026-06-01,2026,2,6,June,2026-06-01,5.908833333333334,354.53,11932.72,338.49958333333336,0.0,12271.22,Pass
JP-0043992,Jungle Owl,EV,Electric,Base,Ocean Blue,Metallic,Leatherette,Grey,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.118499999999999,367.11,11675.02,328.1859,690.88,12694.09,Rework
JP-0043993,Jungle Tiger,SUV,2.0L Petrol,Luxury,Arctic White,Solid,Leather,Black,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.140333333333333,393.62,12878.77,315.405325,0.0,13194.18,Pass
JP-0043994,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.014,396.84,12896.05,359.77579583333335,0.0,13255.83,Pass
JP-0043995,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Night,2026-06-01,2026,2,6,June,2026-06-01,5.835500000000001,380.43,12992.51,319.5292166666667,0.0,13312.04,Pass
JP-0043996,Jungle Lynx,Sedan,1.6L Diesel,Base,Arctic White,Solid,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.489833333333334,417.39,11279.79,317.5676125,9.51,11606.87,Rework
JP-0043997,Jungle Lynx,Sedan,1.6L Diesel,Base,Arctic White,Solid,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.3005,378.03,11242.84,348.8887916666667,0.0,11591.73,Pass
JP-0043998,Jungle Lynx,Sedan,1.6L Diesel,Base,Arctic White,Solid,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.162333333333333,428.44,11150.62,358.11105833333335,0.0,11508.73,Pass
JP-0043999,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.156333333333334,457.58,11871.33,371.0476958333333,0.0,12242.38,Pass
JP-0044000,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.2995,407.07,11395.75,334.8162875,0.0,11730.57,Pass
JP-0044001,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.167000000000001,395.42,11274.36,339.42509583333333,0.0,11613.79,Pass
JP-0044002,Jungle Fennec,Hatchback,1.4L Petrol,Base,Steel Grey,Metallic,Leatherette,Grey,Night,2026-06-01,2026,2,6,June,2026-06-01,6.097333333333334,382.54,10758.46,309.29078333333337,0.0,11067.75,Pass
JP-0044003,Jungle Owl,EV,Electric,Luxury,Copper Bronze,Pearl,Leather,Beige,Night,2026-06-01,2026,2,6,June,2026-06-01,5.897333333333335,400.94,14424.820000000002,305.8902166666667,0.0,14730.71,Pass
JP-0044004,Jungle Owl,EV,Electric,Luxury,Copper Bronze,Pearl,Leather,Beige,Night,2026-06-01,2026,2,6,June,2026-06-01,6.102166666666666,383.73,14478.38,336.7279875,0.0,14815.11,Pass
JP-0044005,Jungle Owl,EV,Electric,Luxury,Copper Bronze,Pearl,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.3038333333333325,419.23,14210.55,317.08564583333333,0.0,14527.64,Pass
JP-0044006,Jungle Owl,EV,Electric,Luxury,Copper Bronze,Pearl,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.040666666666667,429.34,14292.76,328.8865,0.0,14621.65,Pass
JP-0044007,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.735833333333334,404.05,11930.11,332.8906,23.96,12286.96,Rework
JP-0044008,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,5.555333333333333,333.32,11891.48,305.0573708333334,1.75,12198.29,Pass
JP-0044009,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.041833333333333,386.31,12876.15,317.5709625,117.79,13311.51,Rework
JP-0044010,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Night,2026-06-01,2026,2,6,June,2026-06-01,6.1565,394.29,12929.63,343.177725,0.0,13272.81,Pass
JP-0044011,Jungle Tiger,SUV,2.0L Petrol,Base,Steel Grey,Metallic,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.217166666666667,397.33,10553.19,338.993975,242.58,11134.76,Rework
JP-0044012,Jungle Tiger,SUV,2.0L Petrol,Base,Steel Grey,Metallic,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.834666666666667,424.08,10521.46,329.71582083333334,0.0,10851.18,Pass
JP-0044013,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.202166666666668,447.33,11243.98,346.56648333333334,0.0,11590.55,Pass
JP-0044014,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Ocean Blue,Metallic,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.2635,389.61,11275.05,362.7223625,0.0,11637.77,Pass
JP-0044015,Jungle Tiger,SUV,2.0L Petrol,Comfort,Pearl Ivory,Pearl,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.056666666666667,425.4,11637.94,313.6670541666667,0.0,11951.61,Pass
JP-0044016,Jungle Tiger,SUV,2.0L Petrol,Comfort,Pearl Ivory,Pearl,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.113833333333333,452.83,11499.46,353.122325,0.0,11852.58,Pass
JP-0044017,Jungle Lynx,Sedan,1.6L Diesel,Base,Crimson Red,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.962333333333333,390.64,11137.38,329.9553291666667,0.0,11467.34,Pass
JP-0044018,Jungle Lynx,Sedan,1.6L Diesel,Base,Crimson Red,Metallic,Leatherette,Grey,Evening,2026-06-01,2026,2,6,June,2026-06-01,5.997,378.92,11232.33,313.1788,0.0,11545.51,Pass
JP-0044019,Jungle Lynx,Sedan,1.6L Diesel,Base,Crimson Red,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.732833333333334,343.97,11188.93,340.0532125,0.0,11528.98,Pass
JP-0044020,Jungle Lynx,Sedan,1.6L Diesel,Base,Crimson Red,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.143333333333332,368.6,11219.8,326.07860833333336,0.0,11545.88,Pass
JP-0044021,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Arctic White,Solid,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.065166666666667,402.61,11623.72,335.04218333333336,0.0,11958.76,Pass
JP-0044022,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Midnight Black,Solid,Leather,Beige,Night,2026-06-01,2026,2,6,June,2026-06-01,6.496666666666667,441.8,11717.99,345.03316666666666,0.0,12063.02,Pass
JP-0044023,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Midnight Black,Solid,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.493499999999999,397.41,11569.76,364.61475,0.0,11934.37,Pass
JP-0044024,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Midnight Black,Solid,Leather,Beige,Night,2026-06-01,2026,2,6,June,2026-06-01,6.236499999999999,448.49,11730.98,331.2192958333333,0.0,12062.2,Pass
JP-0044025,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Evening,2026-06-01,2026,2,6,June,2026-06-01,5.864166666666666,387.65,10801.01,340.45419166666665,0.0,11141.46,Pass
JP-0044026,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Night,2026-06-01,2026,2,6,June,2026-06-01,6.666,435.46,10748.84,347.59153333333336,0.0,11096.43,Pass
JP-0044027,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.728833333333333,410.83,10707.74,346.7328958333334,0.0,11054.47,Pass
JP-0044028,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.1418333333333335,410.21,12944.76,333.3132166666667,0.0,13278.07,Pass
JP-0044029,Jungle Owl,EV,Electric,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.097499999999999,401.85,11795.48,315.5705041666667,0.0,12111.05,Pass
JP-0044030,Jungle Owl,EV,Electric,Base,Ocean Blue,Metallic,Fabric,Black,Night,2026-06-01,2026,2,6,June,2026-06-01,5.938000000000001,415.58,11943.77,306.9951541666667,0.0,12250.77,Pass
JP-0044031,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Leather,Black,Night,2026-06-01,2026,2,6,June,2026-06-01,6.085500000000001,371.13,10492.5,326.3764,0.0,10818.88,Pass
JP-0044032,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Leather,Black,Evening,2026-06-01,2026,2,6,June,2026-06-01,5.7461666666666655,357.57,10482.46,346.3386375,0.0,10828.8,Pass
JP-0044033,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.143833333333333,368.63,10671.31,349.15683333333334,0.0,11020.47,Pass
JP-0044034,Jungle Tiger,SUV,2.0L Petrol,Base,Ocean Blue,Metallic,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.9590000000000005,393.24,10614.1,322.77582916666665,0.0,10936.88,Pass
JP-0044035,Jungle Tiger,SUV,2.0L Petrol,Base,Arctic White,Solid,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.1196666666666655,400.78,10598.49,330.546,0.0,10929.04,Pass
JP-0044036,Jungle Tiger,SUV,2.0L Petrol,Base,Arctic White,Solid,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.210333333333334,372.62,10466.15,327.4012916666667,0.0,10793.55,Pass
JP-0044037,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Ocean Blue,Metallic,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.810999999999999,376.46,11541.81,338.450375,0.0,11880.26,Pass
JP-0044038,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Ocean Blue,Metallic,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.871666666666668,369.3,11626.42,315.1977791666667,0.0,11941.62,Pass
JP-0044039,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Ocean Blue,Metallic,Leather,Black,Night,2026-06-01,2026,2,6,June,2026-06-01,6.1625000000000005,369.75,11654.92,352.79693333333336,0.0,12007.72,Pass
JP-0044040,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Ocean Blue,Metallic,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.9976666666666665,392.36,11737.08,343.8498,0.0,12080.93,Pass
JP-0044041,Jungle Owl,EV,Electric,Base,Midnight Black,Solid,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.953333333333333,396.6,11883.4,344.9259416666667,0.0,12228.33,Pass
JP-0044042,Jungle Tiger,SUV,2.0L Petrol,Luxury,Forest Green,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.0885,397.21,12856.73,365.171175,0.0,13221.9,Pass
JP-0044043,Jungle Tiger,SUV,2.0L Petrol,Luxury,Forest Green,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.177833333333333,370.67,12900.33,346.27183333333335,0.0,13246.6,Pass
JP-0044044,Jungle Tiger,SUV,2.0L Petrol,Luxury,Forest Green,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.844499999999999,350.67,12840.53,341.71778333333333,0.0,13182.25,Pass
JP-0044045,Jungle Tiger,SUV,2.0L Petrol,Luxury,Forest Green,Metallic,Leatherette,Grey,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.217833333333334,413.67,12812.54,376.010875,0.0,13188.55,Pass
JP-0044046,Jungle Owl,EV,Electric,Comfort,Forest Green,Metallic,Leather,Black,Night,2026-06-01,2026,2,6,June,2026-06-01,6.26,456.2,12777.79,352.41960416666666,0.0,13130.21,Pass
JP-0044047,Jungle Owl,EV,Electric,Comfort,Forest Green,Metallic,Leather,Black,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.172,377.02,12832.28,362.50087083333335,95.32,13290.1,Rework
JP-0044048,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Forest Green,Metallic,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.119166666666667,367.15,11695.28,350.3363,0.0,12045.62,Pass
JP-0044049,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Forest Green,Metallic,Leather,Beige,Evening,2026-06-01,2026,2,6,June,2026-06-01,6.090166666666667,365.41,11831.91,369.31601666666666,141.69,12342.92,Rework
JP-0044050,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Forest Green,Metallic,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.135833333333334,368.15,11546.35,352.21321666666665,0.0,11898.56,Pass
JP-0044051,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Midnight Black,Solid,Leather,Black,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.292,396.32,13328.07,319.93542916666667,0.0,13648.01,Pass
JP-0044052,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,6.310333333333333,404.12,12012.46,326.47264583333333,0.0,12338.93,Pass
JP-0044053,Jungle Owl,EV,Electric,Base,Forest Green,Metallic,Leather,Beige,Morning,2026-06-01,2026,2,6,June,2026-06-01,5.933666666666666,356.02,11846.18,347.80590416666666,0.0,12193.99,Pass
