model_name,segment,trim_name,color_name,year,month,month_name,n_units,avg_material_cost,avg_labor_cost,avg_rework_cost,avg_total_cost,sum_total_cost
Jungle Tiger,SUV,Base,Forest Green,2025,6,June,23,10186.85,346.84,6.46,10540.15,242423.54
Jungle Tiger,SUV,Base,Forest Green,2025,7,July,13,10211.9,340.64,36.88,10589.42,137662.49
Jungle Tiger,SUV,Base,Forest Green,2025,8,August,26,10216.83,341.43,13.13,10571.39,274856.2
Jungle Tiger,SUV,Base,Forest Green,2025,9,September,24,10258.89,347.43,110.56,10716.88,257205.03
Jungle Tiger,SUV,Base,Forest Green,2025,10,October,31,10314.11,343.66,27.48,10685.25,331242.77
Jungle Tiger,SUV,Base,Forest Green,2025,11,November,25,10325.28,341.09,0.0,10666.36,266659.09
Jungle Tiger,SUV,Base,Forest Green,2025,12,December,26,10370.88,340.71,24.33,10735.92,279133.96
Jungle Tiger,SUV,Base,Forest Green,2026,1,January,12,10405.94,343.74,14.61,10764.28,129171.41
Jungle Tiger,SUV,Base,Forest Green,2026,2,February,24,10448.57,347.53,8.29,10804.39,259305.25
Jungle Tiger,SUV,Base,Forest Green,2026,3,March,27,10500.35,343.26,4.57,10848.17,292900.7
Jungle Tiger,SUV,Base,Forest Green,2026,4,April,26,10535.44,338.05,13.29,10886.78,283056.25
Jungle Tiger,SUV,Base,Forest Green,2026,5,May,39,10556.64,337.89,15.92,10910.45,425507.43
Jungle Tiger,SUV,Base,Forest Green,2026,6,June,14,10575.45,333.23,0.0,10908.68,152721.5
Jungle Tiger,SUV,Base,Forest Green,2026,7,July,21,10623.86,340.15,8.16,10972.16,230415.41
Jungle Tiger,SUV,Base,Midnight Black,2024,8,August,27,9799.07,342.19,11.65,10152.91,274128.47
Jungle Tiger,SUV,Base,Midnight Black,2024,9,September,40,9834.42,339.6,28.44,10202.46,408098.27
Jungle Tiger,SUV,Base,Midnight Black,2024,10,October,55,9858.35,340.07,82.63,10281.05,565457.9
Jungle Tiger,SUV,Base,Midnight Black,2024,11,November,30,9885.43,336.82,89.09,10311.34,309340.21
Jungle Tiger,SUV,Base,Midnight Black,2024,12,December,30,9948.05,339.56,0.29,10287.9,308637.01
Jungle Tiger,SUV,Base,Midnight Black,2025,1,January,39,9995.88,344.34,18.59,10358.81,403993.78
Jungle Tiger,SUV,Base,Midnight Black,2025,2,February,34,10005.78,344.27,15.23,10365.28,352419.64
Jungle Tiger,SUV,Base,Midnight Black,2025,3,March,45,10022.63,336.6,20.01,10379.23,467065.55
Jungle Tiger,SUV,Base,Midnight Black,2025,4,April,27,10086.12,340.08,5.73,10431.93,281662.14
Jungle Tiger,SUV,Base,Midnight Black,2025,5,May,20,10132.56,343.53,47.15,10523.24,210464.88
Jungle Tiger,SUV,Base,Midnight Black,2025,6,June,24,10159.8,337.97,29.8,10527.56,252661.54
Jungle Tiger,SUV,Base,Midnight Black,2025,7,July,33,10150.88,343.19,9.82,10503.9,346628.65
Jungle Tiger,SUV,Base,Midnight Black,2025,8,August,34,10226.72,343.75,51.06,10621.52,361131.67
Jungle Tiger,SUV,Base,Midnight Black,2025,9,September,31,10251.83,339.76,23.67,10615.26,329072.91
Jungle Tiger,SUV,Base,Midnight Black,2025,10,October,33,10265.31,339.59,5.39,10610.29,350139.71
Jungle Tiger,SUV,Base,Midnight Black,2025,11,November,31,10331.57,339.75,14.78,10686.11,331269.29
Jungle Tiger,SUV,Base,Midnight Black,2025,12,December,22,10382.96,336.73,0.2,10719.89,235837.47
Jungle Tiger,SUV,Base,Midnight Black,2026,1,January,24,10431.99,338.01,6.45,10776.45,258634.81
Jungle Tiger,SUV,Base,Midnight Black,2026,2,February,26,10444.3,346.32,5.59,10796.21,280701.38
Jungle Tiger,SUV,Base,Midnight Black,2026,3,March,24,10480.1,340.87,0.0,10820.97,259703.34
Jungle Tiger,SUV,Base,Midnight Black,2026,4,April,38,10527.91,338.25,24.01,10890.17,413826.39
Jungle Tiger,SUV,Base,Midnight Black,2026,5,May,34,10577.86,337.1,0.33,10915.29,371119.82
Jungle Tiger,SUV,Base,Midnight Black,2026,6,June,21,10605.74,339.28,0.06,10945.09,229846.93
Jungle Tiger,SUV,Base,Midnight Black,2026,7,July,29,10638.16,341.61,57.02,11036.79,320066.77
Jungle Tiger,SUV,Base,Ocean Blue,2024,8,August,9,9790.23,337.29,18.37,10145.89,91313.0
Jungle Tiger,SUV,Base,Ocean Blue,2024,9,September,32,9813.56,340.06,10.45,10164.06,325249.97
Jungle Tiger,SUV,Base,Ocean Blue,2024,10,October,47,9894.35,339.32,51.12,10284.79,483385.27
Jungle Tiger,SUV,Base,Ocean Blue,2024,11,November,32,9898.97,335.28,9.61,10243.86,327803.39
Jungle Tiger,SUV,Base,Ocean Blue,2024,12,December,25,9922.09,342.94,42.52,10307.55,257688.65
Jungle Tiger,SUV,Base,Ocean Blue,2025,1,January,29,9943.57,341.34,7.44,10292.35,298478.28
Jungle Tiger,SUV,Base,Ocean Blue,2025,2,February,35,10015.75,338.95,21.71,10376.41,363174.28
Jungle Tiger,SUV,Base,Ocean Blue,2025,3,March,43,10041.01,337.66,9.46,10388.13,446689.69
Jungle Tiger,SUV,Base,Ocean Blue,2025,4,April,40,10088.44,340.06,10.49,10438.98,417559.35
Jungle Tiger,SUV,Base,Ocean Blue,2025,5,May,30,10099.25,337.67,4.13,10441.05,313231.57
Jungle Tiger,SUV,Base,Ocean Blue,2025,6,June,24,10160.6,335.47,0.0,10496.08,251905.83
Jungle Tiger,SUV,Base,Ocean Blue,2025,7,July,28,10195.58,338.14,4.28,10537.99,295063.84
Jungle Tiger,SUV,Base,Ocean Blue,2025,8,August,12,10178.15,334.04,0.0,10512.19,126146.22
Jungle Tiger,SUV,Base,Ocean Blue,2025,9,September,37,10264.15,340.38,6.8,10611.34,392619.63
Jungle Tiger,SUV,Base,Ocean Blue,2025,10,October,34,10311.79,338.65,12.74,10663.18,362547.98
Jungle Tiger,SUV,Base,Ocean Blue,2025,11,November,15,10340.77,338.87,8.25,10687.9,160318.47
Jungle Tiger,SUV,Base,Ocean Blue,2025,12,December,33,10407.03,338.44,7.8,10753.27,354857.82
Jungle Tiger,SUV,Base,Ocean Blue,2026,1,January,26,10430.28,334.12,11.55,10775.95,280174.57
Jungle Tiger,SUV,Base,Ocean Blue,2026,2,February,13,10438.14,340.73,32.58,10811.45,140548.85
Jungle Tiger,SUV,Base,Ocean Blue,2026,3,March,21,10458.8,341.12,43.75,10843.66,227716.96
Jungle Tiger,SUV,Base,Ocean Blue,2026,4,April,20,10508.0,343.13,14.07,10865.19,217303.89
Jungle Tiger,SUV,Base,Ocean Blue,2026,5,May,23,10578.4,341.65,16.03,10936.08,251529.91
Jungle Tiger,SUV,Base,Ocean Blue,2026,6,June,33,10605.8,340.3,14.69,10960.79,361706.07
Jungle Tiger,SUV,Base,Ocean Blue,2026,7,July,7,10644.78,341.17,0.0,10985.95,76901.65
Jungle Tiger,SUV,Base,Pearl Ivory,2024,7,July,2,9832.64,332.67,0.0,10165.31,20330.61
Jungle Tiger,SUV,Base,Pearl Ivory,2024,8,August,6,9784.83,339.63,0.0,10124.46,60746.77
Jungle Tiger,SUV,Base,Pearl Ivory,2024,9,September,3,9825.46,336.62,0.0,10162.08,30486.23
Jungle Tiger,SUV,Base,Pearl Ivory,2024,10,October,35,9862.14,339.93,0.57,10202.64,357092.44
Jungle Tiger,SUV,Base,Pearl Ivory,2024,11,November,36,9910.84,336.85,0.0,10247.7,368917.05
Jungle Tiger,SUV,Base,Pearl Ivory,2024,12,December,11,9982.49,347.35,5.28,10335.11,113686.25
Jungle Tiger,SUV,Base,Pearl Ivory,2025,1,January,45,9969.33,341.67,7.22,10318.22,464319.95
Jungle Tiger,SUV,Base,Pearl Ivory,2025,2,February,24,10049.2,339.15,0.0,10388.35,249320.47
Jungle Tiger,SUV,Base,Pearl Ivory,2025,3,March,52,10054.24,339.61,4.38,10398.23,540708.2
Jungle Tiger,SUV,Base,Pearl Ivory,2025,4,April,44,10079.07,340.89,5.64,10425.59,458726.01
Jungle Tiger,SUV,Base,Pearl Ivory,2025,5,May,44,10107.91,342.2,6.96,10457.07,460111.13
Jungle Tiger,SUV,Base,Pearl Ivory,2025,6,June,36,10148.5,336.77,0.0,10485.27,377469.78
Jungle Tiger,SUV,Base,Pearl Ivory,2025,7,July,25,10166.32,334.68,2.21,10503.2,262580.05
Jungle Tiger,SUV,Base,Pearl Ivory,2025,8,August,22,10229.63,342.48,33.94,10606.04,233332.91
Jungle Tiger,SUV,Base,Pearl Ivory,2025,9,September,27,10273.64,341.54,0.41,10615.59,286620.8
Jungle Tiger,SUV,Base,Pearl Ivory,2025,10,October,46,10310.39,337.62,19.85,10667.86,490721.41
Jungle Tiger,SUV,Base,Pearl Ivory,2025,11,November,27,10346.49,342.18,33.24,10721.91,289491.67
Jungle Tiger,SUV,Base,Pearl Ivory,2025,12,December,11,10384.03,339.41,23.67,10747.11,118218.22
Jungle Tiger,SUV,Base,Pearl Ivory,2026,1,January,8,10427.45,340.48,6.25,10774.18,86193.42
Jungle Tiger,SUV,Base,Pearl Ivory,2026,2,February,22,10485.1,340.56,5.87,10831.53,238293.57
Jungle Tiger,SUV,Base,Pearl Ivory,2026,3,March,41,10483.65,345.7,12.85,10842.21,444530.6
Jungle Tiger,SUV,Base,Pearl Ivory,2026,4,April,18,10498.07,331.55,37.06,10866.67,195600.14
Jungle Tiger,SUV,Base,Pearl Ivory,2026,5,May,16,10539.38,341.76,7.24,10888.38,174214.13
Jungle Tiger,SUV,Base,Pearl Ivory,2026,6,June,15,10587.86,334.3,0.0,10922.16,163832.36
Jungle Tiger,SUV,Base,Pearl Ivory,2026,7,July,24,10625.65,337.96,6.02,10969.64,263271.26
Jungle Tiger,SUV,Base,Steel Grey,2024,8,August,21,9816.44,339.4,4.13,10159.98,213359.49
Jungle Tiger,SUV,Base,Steel Grey,2024,9,September,34,9818.55,340.64,19.65,10178.84,346080.64
Jungle Tiger,SUV,Base,Steel Grey,2024,10,October,17,9862.65,341.73,0.93,10205.31,173490.23
Jungle Tiger,SUV,Base,Steel Grey,2024,11,November,31,9913.68,343.5,0.34,10257.52,317983.14
Jungle Tiger,SUV,Base,Steel Grey,2024,12,December,24,9918.74,343.73,21.6,10284.07,246817.56
Jungle Tiger,SUV,Base,Steel Grey,2025,1,January,53,9989.33,343.93,12.97,10346.23,548350.44
Jungle Tiger,SUV,Base,Steel Grey,2025,2,February,20,10027.12,343.48,5.82,10376.43,207528.51
Jungle Tiger,SUV,Base,Steel Grey,2025,3,March,36,10055.08,343.33,11.74,10410.15,374765.32
Jungle Tiger,SUV,Base,Steel Grey,2025,4,April,14,10070.69,342.36,17.78,10430.83,146031.59
Jungle Tiger,SUV,Base,Steel Grey,2025,5,May,37,10132.51,339.75,3.02,10475.27,387585.09
Jungle Tiger,SUV,Base,Steel Grey,2025,6,June,17,10148.68,346.33,0.0,10495.01,178415.23
Jungle Tiger,SUV,Base,Steel Grey,2025,7,July,16,10204.49,347.74,0.39,10552.61,168841.8
Jungle Tiger,SUV,Base,Steel Grey,2025,8,August,28,10220.66,339.6,6.17,10566.42,295859.84
Jungle Tiger,SUV,Base,Steel Grey,2025,9,September,23,10259.38,332.49,0.14,10592.01,243616.13
Jungle Tiger,SUV,Base,Steel Grey,2025,10,October,20,10291.76,347.86,36.56,10676.18,213523.66
Jungle Tiger,SUV,Base,Steel Grey,2025,11,November,13,10327.61,338.25,0.14,10666.0,138658.02
Jungle Tiger,SUV,Base,Steel Grey,2025,12,December,49,10370.86,339.26,29.0,10739.12,526216.71
Jungle Tiger,SUV,Base,Steel Grey,2026,1,January,15,10419.6,348.54,9.28,10777.42,161661.32
Jungle Tiger,SUV,Base,Steel Grey,2026,2,February,35,10468.2,334.39,23.65,10826.24,378918.44
Jungle Tiger,SUV,Base,Steel Grey,2026,3,March,22,10454.37,337.56,61.46,10853.39,238774.59
Jungle Tiger,SUV,Base,Steel Grey,2026,4,April,27,10557.58,337.99,27.19,10922.75,294914.32
Jungle Tiger,SUV,Base,Steel Grey,2026,5,May,50,10557.66,339.02,21.26,10917.95,545897.36
Jungle Tiger,SUV,Base,Steel Grey,2026,6,June,28,10590.02,342.45,8.97,10941.44,306360.25
Jungle Tiger,SUV,Base,Steel Grey,2026,7,July,27,10635.11,337.6,6.1,10978.81,296427.98
Jungle Tiger,SUV,Comfort,Arctic White,2024,7,July,3,10711.22,344.8,0.0,11056.02,33168.05
Jungle Tiger,SUV,Comfort,Arctic White,2024,8,August,19,10681.55,339.83,8.64,11030.02,209570.32
Jungle Tiger,SUV,Comfort,Arctic White,2024,9,September,30,10734.26,340.58,6.23,11081.08,332432.35
Jungle Tiger,SUV,Comfort,Arctic White,2024,10,October,9,10727.72,344.06,0.0,11071.79,99646.07
Jungle Tiger,SUV,Comfort,Arctic White,2024,11,November,11,10806.23,349.93,1.09,11157.25,122729.76
Jungle Tiger,SUV,Comfort,Arctic White,2024,12,December,12,10829.99,344.32,0.94,11175.25,134102.94
Jungle Tiger,SUV,Comfort,Arctic White,2025,1,January,14,10881.53,351.76,8.56,11241.85,157385.93
Jungle Tiger,SUV,Comfort,Arctic White,2025,2,February,13,10942.12,340.73,0.36,11283.21,146681.71
Jungle Tiger,SUV,Comfort,Arctic White,2025,3,March,23,10932.98,341.52,5.53,11280.03,259440.72
Jungle Tiger,SUV,Comfort,Arctic White,2025,4,April,10,10979.68,329.4,64.53,11373.61,113736.1
Jungle Tiger,SUV,Comfort,Arctic White,2025,5,May,35,11029.63,338.51,0.0,11368.13,397884.69
Jungle Tiger,SUV,Comfort,Arctic White,2025,6,June,28,11095.52,333.51,22.86,11451.89,320652.78
Jungle Tiger,SUV,Comfort,Arctic White,2025,7,July,9,11123.37,335.2,0.0,11458.57,103127.14
Jungle Tiger,SUV,Comfort,Arctic White,2025,8,August,6,11113.22,346.36,0.0,11459.59,68757.53
Jungle Tiger,SUV,Comfort,Arctic White,2025,9,September,31,11226.6,336.85,31.79,11595.23,359452.27
Jungle Tiger,SUV,Comfort,Arctic White,2025,10,October,8,11237.8,338.99,16.97,11593.76,92750.08
Jungle Tiger,SUV,Comfort,Arctic White,2025,11,November,15,11252.77,334.43,6.1,11593.29,173899.39
Jungle Tiger,SUV,Comfort,Arctic White,2025,12,December,27,11306.88,344.78,0.0,11651.66,314594.72
Jungle Tiger,SUV,Comfort,Arctic White,2026,1,January,8,11347.62,340.75,0.0,11688.37,93506.92
Jungle Tiger,SUV,Comfort,Arctic White,2026,2,February,18,11403.4,343.56,2.7,11749.66,211493.88
Jungle Tiger,SUV,Comfort,Arctic White,2026,3,March,14,11477.7,331.44,0.0,11809.14,165327.92
Jungle Tiger,SUV,Comfort,Arctic White,2026,4,April,33,11473.69,340.96,4.44,11819.09,390029.94
Jungle Tiger,SUV,Comfort,Arctic White,2026,5,May,13,11542.68,337.91,0.0,11880.6,154447.75
Jungle Tiger,SUV,Comfort,Arctic White,2026,6,June,23,11592.16,341.52,29.01,11962.69,275141.78
Jungle Tiger,SUV,Comfort,Arctic White,2026,7,July,11,11655.6,338.24,62.23,12056.08,132616.84
Jungle Tiger,SUV,Comfort,Copper Bronze,2024,7,July,3,10654.59,337.12,36.53,11028.24,33084.71
Jungle Tiger,SUV,Comfort,Copper Bronze,2024,8,August,16,10692.94,337.7,7.55,11038.19,176610.97
Jungle Tiger,SUV,Comfort,Copper Bronze,2024,9,September,20,10715.64,340.53,4.7,11060.87,221217.31
Jungle Tiger,SUV,Comfort,Copper Bronze,2024,10,October,30,10776.36,337.25,3.81,11117.42,333522.55
Jungle Tiger,SUV,Comfort,Copper Bronze,2024,11,November,20,10783.53,336.86,0.0,11120.39,222407.85
Jungle Tiger,SUV,Comfort,Copper Bronze,2024,12,December,9,10831.99,331.56,0.0,11163.55,100471.95
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,1,January,21,10925.62,338.24,13.47,11277.33,236823.96
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,2,February,26,10936.65,340.81,4.33,11281.78,293326.35
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,3,March,35,10974.81,340.93,0.0,11315.74,396050.78
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,4,April,23,11024.83,335.76,4.42,11365.01,261395.24
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,5,May,21,11050.2,341.21,7.56,11398.97,239378.28
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,6,June,9,11027.23,337.33,0.0,11364.56,102281.02
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,7,July,16,11110.15,334.1,27.75,11471.99,183551.81
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,8,August,12,11180.7,338.09,2.69,11521.49,138257.85
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,9,September,9,11192.55,332.07,0.0,11524.62,103721.58
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,10,October,16,11250.05,344.31,0.0,11594.36,185509.82
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,11,November,18,11293.92,340.03,0.0,11633.95,209411.05
Jungle Tiger,SUV,Comfort,Copper Bronze,2025,12,December,10,11343.98,337.38,14.83,11696.19,116961.87
Jungle Tiger,SUV,Comfort,Copper Bronze,2026,1,January,12,11377.54,340.89,11.99,11730.43,140765.1
Jungle Tiger,SUV,Comfort,Copper Bronze,2026,2,February,18,11345.98,338.35,39.56,11723.89,211029.97
Jungle Tiger,SUV,Comfort,Copper Bronze,2026,3,March,4,11501.17,340.53,0.0,11841.7,47366.79
Jungle Tiger,SUV,Comfort,Copper Bronze,2026,4,April,12,11508.58,340.44,7.65,11856.68,142280.11
Jungle Tiger,SUV,Comfort,Copper Bronze,2026,5,May,19,11538.71,344.45,18.16,11901.33,226125.32
Jungle Tiger,SUV,Comfort,Copper Bronze,2026,6,June,10,11515.12,340.6,66.74,11922.46,119224.59
Jungle Tiger,SUV,Comfort,Copper Bronze,2026,7,July,16,11608.41,341.36,0.47,11950.24,191203.79
Jungle Tiger,SUV,Comfort,Crimson Red,2024,8,August,16,10689.04,334.97,0.0,11024.01,176384.22
Jungle Tiger,SUV,Comfort,Crimson Red,2024,9,September,21,10720.78,337.8,38.73,11097.31,233043.52
Jungle Tiger,SUV,Comfort,Crimson Red,2024,10,October,26,10744.81,336.21,31.46,11112.48,288924.44
Jungle Tiger,SUV,Comfort,Crimson Red,2024,11,November,16,10829.24,346.37,0.11,11175.71,178811.33
Jungle Tiger,SUV,Comfort,Crimson Red,2024,12,December,3,10830.0,323.01,0.0,11153.01,33459.04
Jungle Tiger,SUV,Comfort,Crimson Red,2025,1,January,27,10876.82,338.41,0.56,11215.79,302826.27
Jungle Tiger,SUV,Comfort,Crimson Red,2025,2,February,12,10891.82,350.25,0.0,11242.07,134904.89
Jungle Tiger,SUV,Comfort,Crimson Red,2025,3,March,23,10990.55,339.97,0.73,11331.25,260618.81
Jungle Tiger,SUV,Comfort,Crimson Red,2025,4,April,25,11012.53,341.3,54.66,11408.48,285212.05
Jungle Tiger,SUV,Comfort,Crimson Red,2025,5,May,11,11030.38,330.2,76.07,11436.66,125803.22
Jungle Tiger,SUV,Comfort,Crimson Red,2025,6,June,16,11088.25,333.91,14.86,11437.02,182992.26
Jungle Tiger,SUV,Comfort,Crimson Red,2025,7,July,14,11117.43,342.62,0.0,11460.05,160440.66
Jungle Tiger,SUV,Comfort,Crimson Red,2025,8,August,25,11185.46,340.48,27.71,11553.65,288841.34
Jungle Tiger,SUV,Comfort,Crimson Red,2025,9,September,16,11213.21,350.32,18.61,11582.14,185314.24
Jungle Tiger,SUV,Comfort,Crimson Red,2025,10,October,18,11230.01,338.93,0.73,11569.67,208254.02
Jungle Tiger,SUV,Comfort,Crimson Red,2025,11,November,17,11288.99,341.29,16.32,11646.59,197992.07
Jungle Tiger,SUV,Comfort,Crimson Red,2025,12,December,14,11316.12,341.98,43.83,11701.93,163827.06
Jungle Tiger,SUV,Comfort,Crimson Red,2026,1,January,13,11337.84,335.88,1.13,11674.85,151773.09
Jungle Tiger,SUV,Comfort,Crimson Red,2026,2,February,6,11383.76,329.48,0.29,11713.53,70281.17
Jungle Tiger,SUV,Comfort,Crimson Red,2026,3,March,12,11451.29,336.05,0.0,11787.35,141448.14
Jungle Tiger,SUV,Comfort,Crimson Red,2026,4,April,13,11471.5,332.44,204.85,12008.78,156114.19
Jungle Tiger,SUV,Comfort,Crimson Red,2026,5,May,24,11511.82,340.07,0.86,11852.75,284466.05
Jungle Tiger,SUV,Comfort,Crimson Red,2026,6,June,19,11610.3,343.93,36.05,11990.28,227815.41
Jungle Tiger,SUV,Comfort,Crimson Red,2026,7,July,5,11706.54,352.79,0.0,12059.33,60296.66
Jungle Tiger,SUV,Comfort,Forest Green,2024,8,August,27,10693.13,340.91,6.3,11040.34,298089.26
Jungle Tiger,SUV,Comfort,Forest Green,2024,9,September,19,10709.97,342.85,35.37,11088.18,210675.46
Jungle Tiger,SUV,Comfort,Forest Green,2024,10,October,12,10759.04,335.24,47.8,11142.09,133705.09
Jungle Tiger,SUV,Comfort,Forest Green,2024,11,November,14,10811.8,348.71,21.58,11182.09,156549.19
Jungle Tiger,SUV,Comfort,Forest Green,2024,12,December,18,10835.41,335.31,5.09,11175.81,201164.61
Jungle Tiger,SUV,Comfort,Forest Green,2025,1,January,14,10883.42,339.15,8.73,11231.29,157238.12
Jungle Tiger,SUV,Comfort,Forest Green,2025,2,February,26,10928.71,343.45,11.02,11283.19,293362.85
Jungle Tiger,SUV,Comfort,Forest Green,2025,3,March,16,10944.32,339.29,41.85,11325.46,181207.32
Jungle Tiger,SUV,Comfort,Forest Green,2025,4,April,16,11026.62,335.85,44.27,11406.75,182507.95
Jungle Tiger,SUV,Comfort,Forest Green,2025,5,May,23,11063.92,343.41,1.22,11408.54,262396.52
Jungle Tiger,SUV,Comfort,Forest Green,2025,6,June,21,11108.07,342.43,0.0,11450.5,240460.51
Jungle Tiger,SUV,Comfort,Forest Green,2025,7,July,8,11100.8,344.72,27.06,11472.57,91780.57
Jungle Tiger,SUV,Comfort,Forest Green,2025,8,August,32,11174.78,336.08,0.17,11511.03,368352.84
Jungle Tiger,SUV,Comfort,Forest Green,2025,9,September,12,11204.4,335.49,0.17,11540.05,138480.64
Jungle Tiger,SUV,Comfort,Forest Green,2025,10,October,17,11246.42,339.6,0.0,11586.02,196962.28
Jungle Tiger,SUV,Comfort,Forest Green,2025,11,November,14,11311.75,342.92,10.45,11665.13,163311.78
Jungle Tiger,SUV,Comfort,Forest Green,2025,12,December,14,11328.22,340.04,10.5,11678.76,163502.63
Jungle Tiger,SUV,Comfort,Forest Green,2026,1,January,21,11372.31,345.23,4.97,11722.52,246172.9
Jungle Tiger,SUV,Comfort,Forest Green,2026,2,February,15,11415.97,338.73,0.0,11754.7,176320.5
Jungle Tiger,SUV,Comfort,Forest Green,2026,3,March,37,11461.69,337.48,7.24,11806.4,436836.92
Jungle Tiger,SUV,Comfort,Forest Green,2026,4,April,25,11466.96,342.41,3.77,11813.15,295328.8
Jungle Tiger,SUV,Comfort,Forest Green,2026,5,May,24,11528.66,345.49,63.13,11937.29,286494.95
Jungle Tiger,SUV,Comfort,Forest Green,2026,6,June,17,11597.18,345.87,85.56,12028.6,204486.25
Jungle Tiger,SUV,Comfort,Forest Green,2026,7,July,9,11585.0,341.0,0.0,11926.0,107333.98
Jungle Tiger,SUV,Comfort,Midnight Black,2024,7,July,3,10591.64,324.51,0.0,10916.15,32748.45
Jungle Tiger,SUV,Comfort,Midnight Black,2024,8,August,11,10707.87,334.06,10.81,11052.74,121580.1
Jungle Tiger,SUV,Comfort,Midnight Black,2024,9,September,22,10743.72,346.07,0.43,11090.22,243984.76
Jungle Tiger,SUV,Comfort,Midnight Black,2024,10,October,15,10752.94,343.89,19.28,11116.11,166741.6
Jungle Tiger,SUV,Comfort,Midnight Black,2024,11,November,27,10810.58,338.78,3.95,11153.31,301139.5
Jungle Tiger,SUV,Comfort,Midnight Black,2024,12,December,10,10836.16,344.06,14.7,11194.91,111949.11
Jungle Tiger,SUV,Comfort,Midnight Black,2025,1,January,10,10859.06,341.92,0.0,11200.98,112009.85
Jungle Tiger,SUV,Comfort,Midnight Black,2025,2,February,6,10934.95,330.35,22.83,11288.12,67728.74
Jungle Tiger,SUV,Comfort,Midnight Black,2025,3,March,38,10957.07,339.24,11.04,11307.35,429679.12
Jungle Tiger,SUV,Comfort,Midnight Black,2025,4,April,16,11002.67,333.26,10.06,11346.0,181535.93
Jungle Tiger,SUV,Comfort,Midnight Black,2025,5,May,40,11024.25,341.81,91.01,11457.07,458282.98
Jungle Tiger,SUV,Comfort,Midnight Black,2025,6,June,12,11077.81,332.35,10.26,11420.41,137044.92
Jungle Tiger,SUV,Comfort,Midnight Black,2025,8,August,12,11115.71,333.01,0.0,11448.72,137384.66
Jungle Tiger,SUV,Comfort,Midnight Black,2025,9,September,10,11166.66,328.09,0.0,11494.75,114947.49
Jungle Tiger,SUV,Comfort,Midnight Black,2025,10,October,23,11254.94,340.07,1.09,11596.11,266710.42
Jungle Tiger,SUV,Comfort,Midnight Black,2025,11,November,18,11288.36,345.05,13.34,11646.75,209641.58
Jungle Tiger,SUV,Comfort,Midnight Black,2025,12,December,17,11316.06,334.19,0.53,11650.77,198063.14
Jungle Tiger,SUV,Comfort,Midnight Black,2026,1,January,18,11364.47,336.96,0.0,11701.44,210625.86
Jungle Tiger,SUV,Comfort,Midnight Black,2026,2,February,13,11411.67,336.16,29.22,11777.05,153101.63
Jungle Tiger,SUV,Comfort,Midnight Black,2026,3,March,10,11477.13,341.19,16.67,11834.99,118349.92
Jungle Tiger,SUV,Comfort,Midnight Black,2026,4,April,15,11538.22,335.98,16.57,11890.77,178361.51
Jungle Tiger,SUV,Comfort,Midnight Black,2026,5,May,21,11503.2,340.8,7.57,11851.56,248882.83
Jungle Tiger,SUV,Comfort,Midnight Black,2026,6,June,18,11538.47,341.93,9.08,11889.48,214010.56
Jungle Tiger,SUV,Comfort,Midnight Black,2026,7,July,19,11630.44,330.12,0.0,11960.55,227250.51
Jungle Tiger,SUV,Comfort,Ocean Blue,2024,7,July,1,10589.25,314.57,0.0,10903.82,10903.82
Jungle Tiger,SUV,Comfort,Ocean Blue,2024,8,August,44,10698.61,342.99,6.0,11047.6,486094.27
Jungle Tiger,SUV,Comfort,Ocean Blue,2024,9,September,16,10729.51,335.68,17.45,11082.64,177322.2
Jungle Tiger,SUV,Comfort,Ocean Blue,2024,10,October,9,10711.99,341.97,53.12,11107.08,99963.73
Jungle Tiger,SUV,Comfort,Ocean Blue,2024,11,November,21,10820.73,338.42,0.23,11159.38,234346.88
Jungle Tiger,SUV,Comfort,Ocean Blue,2024,12,December,7,10832.57,339.9,0.0,11172.47,78207.28
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,1,January,9,10905.93,335.98,15.22,11257.12,101314.09
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,2,February,14,10944.96,336.29,7.23,11288.48,158038.74
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,3,March,9,10948.72,347.58,87.38,11383.68,102453.1
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,4,April,15,10999.3,339.27,54.06,11392.63,170889.44
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,5,May,20,11050.58,348.27,9.24,11408.09,228161.86
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,6,June,21,11078.96,338.77,32.23,11449.96,240449.06
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,7,July,10,11059.41,342.57,9.58,11411.57,114115.67
Jungle Tiger,SUV,Comfort,Ocean Blue,2025,8,August,9,11152.76,349.44,11.61,11513.8,103624.22
